Day in 2023,Sea Level,Water Temperature,Air Temperature,Barometric Pressure
184.9583333,1.305,17,16.3,1011.3
185,1.345,17.1,16.5,1011.2
185.0416667,1.24,17,17.1,1011.1
185.0833333,1.033,16.9,17.7,1010.2
185.125,0.801,17,20.1,1009.4
185.1666667,0.616,17.1,20.3,1009.1
185.2083333,0.516,17.2,20.1,1009.4
185.25,0.564,17.2,19.8,1010.1
185.2916667,0.759,17.3,18.2,1010.4
185.3333333,1.076,17.3,17.9,1011
185.375,1.423,17.1,16.8,1011.8
185.4166667,1.749,17.1,16.5,1011.9
185.4583333,1.981,17.1,15.9,1011.9
185.5,2.023,17.1,15.3,1012.2
185.5416667,1.873,17,14.4,1012.3
185.5833333,1.561,17.1,14.3,1011.9
185.625,1.159,17,13.3,1011.8
185.6666667,0.759,16.9,13.4,1011.8
185.7083333,0.421,16.9,12.6,1011.7
185.75,0.224,17,12,1011.4
185.7916667,0.193,17,12,1011.3
185.8333333,0.331,16.9,11.3,1011.6
185.875,0.57,16.8,10.7,1012.3
185.9166667,0.853,16.9,11.2,1012.7
185.9583333,1.121,16.9,12.1,1012.9
186,1.301,16.7,14.1,1012.4
186.0416667,1.329,16.9,15.4,1011.5
186.0833333,1.211,16.7,16.3,1010.4
186.125,0.999,16.9,16.8,1009.4
186.1666667,0.777,16.8,17.2,1008.8
186.2083333,0.589,16.6,17.4,1008.5
186.25,0.505,16.9,16.6,1008.5
186.2916667,0.553,17,15.4,1009
186.3333333,0.756,16.9,14.4,1009.4
186.375,1.08,16.9,13.4,1009.5
186.4166667,1.433,16.9,13.2,1009.8
186.4583333,1.74,16.9,11.9,1010
186.5,1.948,16.9,12.2,1009.8
186.5416667,1.984,16.9,11.9,1009.5
186.5833333,1.83,16.9,11.5,1008.8
186.625,1.521,16.9,12.9,1008.5
186.6666667,1.15,16.9,12.6,1008.1
186.7083333,0.765,16.9,12.4,1008.1
186.75,0.453,16.8,10.1,1007.7
186.7916667,0.27,16.9,10.7,1008.1
186.8333333,0.261,17,12.3,1008.5
186.875,0.404,17,11.5,1008.9
186.9166667,0.649,16.7,13.5,1008.8
186.9583333,0.93,16.7,14.2,1009.2
187,1.174,16.7,15,1009.8
187.0416667,1.328,16.8,15.6,1009.3
187.0833333,1.337,16.5,16.4,1009
187.125,1.216,16.6,16.7,1009
187.1666667,1.011,16.6,16.7,1008.8
187.2083333,0.782,16.6,16.5,1009.3
187.25,0.594,16.7,16.3,1010.1
187.2916667,0.509,16.8,15.4,1011
187.3333333,0.57,16.9,14.5,1011.9
187.375,0.764,16.8,13.8,1012.4
187.4166667,1.061,16.8,13.5,1013.1
187.4583333,1.376,16.8,13.5,1013.3
187.5,1.665,16.8,13.3,1013.2
187.5416667,1.842,16.7,13.3,1013.4
187.5833333,1.848,16.4,13.2,1013
187.625,1.692,16.6,13.5,1012.8
187.6666667,1.391,16.6,13.5,1013
187.7083333,1.032,16.3,13.7,1013
187.75,0.682,16.5,13.6,1012.5
187.7916667,0.41,16.4,13.6,1012.8
187.8333333,0.272,16.4,13.8,1012.8
187.875,0.291,16.4,12.7,1013.3
187.9166667,0.442,16.4,13.2,1012.9
187.9583333,0.71,16.3,13.1,1012.2
188,0.984,16.3,14.2,1011.8
188.0416667,1.23,16.3,15.9,1010.9
188.0833333,1.378,16.6,16.9,1009
188.125,1.395,16.9,18.3,1007.5
188.1666667,1.272,16.9,18.6,1007.2
188.2083333,1.076,16.9,17.6,1007.3
188.25,0.856,16.6,16.4,1007.3
188.2916667,0.671,16.2,15.7,1007
188.3333333,0.596,16.1,15.1,1008.5
188.375,0.645,16.1,15,1008.7
188.4166667,0.821,16.1,14.9,1009.2
188.4583333,1.074,15.9,15.1,1009.7
188.5,1.368,15.9,15.2,1009.1
188.5416667,1.616,16.1,15,1010
188.5833333,1.749,16.1,14.4,1011.3
188.625,1.747,16.1,14.2,1010.8
188.6666667,1.598,16.1,14.5,1011.3
188.7083333,1.326,16,14.4,1011.8
188.75,1.007,16,14.2,1011.7
188.7916667,0.719,16,13.7,1012.3
188.8333333,0.477,16.1,13.6,1013
188.875,0.352,16,13.8,1013.3
188.9166667,0.377,15.7,13.8,1015
188.9583333,0.544,16,14.6,1015.4
189,0.782,16,15.5,1015.7
189.0416667,1.045,16,16.3,1014.9
189.0833333,1.269,16.1,16.8,1014.2
189.125,1.389,16,17,1014.4
189.1666667,1.402,16.1,17.5,1014
189.2083333,1.278,16.1,17.6,1014.5
189.25,1.079,16.1,16.9,1015
189.2916667,0.862,16.2,16.1,1015.4
189.3333333,0.674,16.2,15.7,1016.3
189.375,0.593,16.2,15.3,1016.5
189.4166667,0.608,16.2,15.4,1017
189.4583333,0.733,16.2,15.3,1017.8
189.5,0.949,16.1,15.1,1018.2
189.5416667,1.187,16.1,15,1018.1
189.5833333,1.391,15.8,14.7,1018.1
189.625,1.509,15.9,14.7,1017.9
189.6666667,1.515,16,14.8,1017.8
189.7083333,1.395,16,14.4,1017.8
189.75,1.193,15.9,14.4,1017.9
189.7916667,0.938,15.9,14.6,1018.1
189.8333333,0.692,16,14.2,1018.7
189.875,0.512,15.9,14.3,1019.4
189.9166667,0.441,16,14.6,1020.1
189.9583333,0.498,16,15.3,1020.4
190,0.67,16,16.1,1020.8
190.0416667,0.904,16,17.1,1020.5
190.0833333,1.167,16.1,17.8,1019.8
190.125,1.395,16.1,18.2,1019.1
190.1666667,1.518,16.2,18.4,1019
190.2083333,1.524,16.5,18.2,1019.2
190.25,1.41,16.5,17.8,1019.5
190.2916667,1.221,16.6,16.5,1020.2
190.3333333,1.014,16.6,15.4,1020.8
190.375,0.833,16.6,14.9,1021.3
190.4166667,0.724,16.6,13.9,1021.8
190.4583333,0.714,16.5,13.4,1022.4
190.5,0.799,16.5,12.6,1022.8
190.5416667,0.958,16.5,12.8,1022.8
190.5833333,1.144,16.5,12.7,1022.5
190.625,1.31,16.4,11.8,1022.2
190.6666667,1.41,16.5,10.6,1022.2
190.7083333,1.405,16.4,12.2,1022.2
190.75,1.298,16.5,12.4,1021.9
190.7916667,1.111,16.6,12.3,1022.5
190.8333333,0.893,17,11.6,1022.8
190.875,0.689,17.1,11.9,1023.5
190.9166667,0.537,17.2,12.3,1024
190.9583333,0.502,17.2,13.7,1024.1
191,0.571,17,15.6,1024.3
191.0416667,0.736,16.9,16.8,1024.2
191.0833333,0.964,16.7,18.1,1023.6
191.125,1.21,16.7,19,1023.2
191.1666667,1.411,16.6,17.8,1023.1
191.2083333,1.513,16.6,17.9,1023.1
191.25,1.497,16.6,18,1023.5
191.2916667,1.377,16.6,17,1024
191.3333333,1.188,16.7,16.7,1024.9
191.375,0.964,16.8,15,1025.5
191.4166667,0.771,16.8,14.4,1025.6
191.4583333,0.644,16.8,14.9,1025.8
191.5,0.612,16.8,13.6,1026.2
191.5416667,0.664,16.7,13.1,1026.5
191.5833333,0.771,16.6,12.8,1026.8
191.625,0.924,16.7,12.1,1026.9
191.6666667,1.076,16.9,11.9,1027
191.7083333,1.173,16.9,11.7,1026.9
191.75,1.181,17,11.2,1027
191.7916667,1.101,17,11,1027.3
191.8333333,0.951,16.9,11.2,1027.9
191.875,0.769,16.9,11.2,1028.3
191.9166667,0.595,16.9,12.1,1028.8
191.9583333,0.496,16.9,14.7,1029.1
192,0.481,16.9,16.9,1029.6
192.0416667,0.57,17,17.2,1029.1
192.0833333,0.757,17,18.4,1028.2
192.125,0.997,17.1,18.9,1027.1
192.1666667,1.255,17.1,18.6,1026.3
192.2083333,1.45,17.1,18.9,1025.9
192.25,1.556,17.2,18.2,1026
192.2916667,1.54,17.1,18,1025.8
192.3333333,1.414,17.1,16.8,1026.1
192.375,1.219,17.1,16.4,1026.6
192.4166667,0.986,17.1,15.2,1026.9
192.4583333,0.776,17.1,15.2,1027.1
192.5,0.619,17.1,13.8,1027.4
192.5416667,0.567,17.1,14.9,1027.3
192.5833333,0.601,17.1,15,1026.9
192.625,0.709,17.1,13.5,1026.5
192.6666667,0.865,17.1,14.2,1026.1
192.7083333,1.018,17.1,14.5,1025.5
192.75,1.118,17.1,13.8,1025.4
192.7916667,1.16,17.1,14.3,1025.3
192.8333333,1.102,17.1,13.2,1025.7
192.875,0.967,17.1,13.1,1026.1
192.9166667,0.811,17.1,12.9,1026.1
192.9583333,0.665,17.1,16.4,1026.5
193,0.579,17.1,17.7,1026.2
193.0416667,0.58,17.1,18.7,1025.9
193.0833333,0.685,17.1,19,1025.1
193.125,0.871,17.1,18.1,1024
193.1666667,1.12,17.1,17.9,1023.5
193.2083333,1.364,17.4,17.9,1023.2
193.25,1.545,17.6,18.3,1023.3
193.2916667,1.628,17.6,18.1,1023.5
193.3333333,1.592,17.6,18.4,1024.1
193.375,1.447,17.6,17.7,1024.4
193.4166667,1.219,17.6,16.2,1024.6
193.4583333,0.968,17.6,15,1024.5
193.5,0.755,17.6,18,1024.2
193.5416667,0.603,17.5,17.1,1024
193.5833333,0.534,17.4,16.7,1023.5
193.625,0.575,17.4,16.4,1023
193.6666667,0.698,17.4,15.7,1022.3
193.7083333,0.866,17.3,14.5,1021.8
193.75,1.026,17.2,15.4,1021.8
193.7916667,1.143,17.1,15.7,1021.8
193.8333333,1.169,17.1,16.4,1022.5
193.875,1.103,17.1,16.3,1023
193.9166667,0.976,17.1,16.2,1023.2
193.9583333,0.814,17.1,17.3,1023.3
194,0.674,17.1,18.4,1023.1
194.0416667,0.602,17.1,17.4,1022.3
194.0833333,0.63,17.1,17.3,1021
194.125,0.758,17.1,18.6,1020.1
194.1666667,0.979,17.2,21.4,1019.4
194.2083333,1.23,17.2,21.6,1019.4
194.25,1.467,17.3,21.6,1019.7
194.2916667,1.635,17.3,20.5,1020.1
194.3333333,1.712,17.2,18.7,1020.4
194.375,1.651,17.2,18.4,1021.1
194.4166667,1.477,17.2,17.6,1021.2
194.4583333,1.229,17.1,17.8,1020.9
194.5,0.954,17.1,17.6,1021
194.5416667,0.7,17.1,16.1,1021
194.5833333,0.537,17.1,16.4,1020.6
194.625,0.483,17.1,17.2,1019.8
194.6666667,0.533,17,16.6,1019.6
194.7083333,0.678,17,15.9,1019.3
194.75,0.86,17,15.8,1018.8
194.7916667,1.039,17,15.4,1018.6
194.8333333,1.145,17,15.1,1019
194.875,1.167,17,13.6,1019.3
194.9166667,1.095,17,15.3,1019.8
194.9583333,0.958,17,15.7,1019.7
195,0.794,17,16.8,1019.5
195.0416667,0.659,17,17.4,1019.1
195.0833333,0.609,17,18,1018.1
195.125,0.662,17,18.6,1017.1
195.1666667,0.823,17.1,22.6,1016.8
195.2083333,1.068,17.1,22.5,1017.1
195.25,1.326,17.1,22.4,1017.6
195.2916667,1.569,17.1,21.6,1018.2
195.3333333,1.734,17.1,20.2,1019
195.375,1.766,17.1,18.7,1019.9
195.4166667,1.655,17.1,18.6,1020.2
195.4583333,1.429,17.1,16.6,1020.7
195.5,1.132,17.1,16.6,1020.8
195.5416667,0.829,17.1,16.1,1021.2
195.5833333,0.582,17.1,15.9,1021.5
195.625,0.438,17.1,15.7,1021.6
195.6666667,0.403,17.1,15.8,1022.3
195.7083333,0.499,17.1,15.7,1022.8
195.75,0.677,17.1,15.1,1023.2
195.7916667,0.885,17.1,14.9,1023.5
195.8333333,1.051,17.1,14.6,1024.9
195.875,1.151,17.1,14.4,1025.7
195.9166667,1.155,17.1,14.9,1026.5
195.9583333,1.052,17.1,15.4,1027.1
196,0.892,17.1,15.9,1027.8
196.0416667,0.723,17.1,16.6,1027.8
196.0833333,0.6,17.1,16.5,1027.4
196.125,0.574,17.1,16.7,1027.1
196.1666667,0.659,17.1,16.5,1026.9
196.2083333,0.836,17.1,16.4,1026.9
196.25,1.09,17.1,16.4,1027.2
196.2916667,1.362,17.1,16.4,1027.6
196.3333333,1.592,17,16.5,1028.2
196.375,1.712,17,16.6,1028.8
196.4166667,1.701,17,16.7,1029.1
196.4583333,1.543,17.1,15,1029.2
196.5,1.277,17.1,14.3,1029.2
196.5416667,0.971,17.1,13.5,1029
196.5833333,0.672,17.1,14.1,1028.9
196.625,0.455,17,13.3,1028.6
196.6666667,0.353,17,13,1028.5
196.7083333,0.373,17,13.1,1028.4
196.75,0.518,16.9,13.1,1028.3
196.7916667,0.725,16.9,13.6,1028.4
196.8333333,0.942,16.9,13.3,1028.6
196.875,1.102,16.9,13.2,1029.2
196.9166667,1.177,16.9,13.8,1029.6
196.9583333,1.149,16.9,15.7,1029.8
197,1.013,17,16.1,1030.1
197.0416667,0.835,17,16.8,1029.7
197.0833333,0.662,17.2,16.7,1028.6
197.125,0.569,17.3,17.2,1027.6
197.1666667,0.58,17.3,17.4,1026.9
197.2083333,0.699,17.3,17.4,1026.6
197.25,0.928,17.2,17.4,1026.3
197.2916667,1.209,17.2,17.3,1026.2
197.3333333,1.486,17.2,17,1026.3
197.375,1.685,17.2,16.4,1026.3
197.4166667,1.776,17.2,15.9,1026.3
197.4583333,1.709,17.2,15.9,1026.2
197.5,1.501,17.2,15.8,1026.1
197.5416667,1.199,17.1,15.9,1025.8
197.5833333,0.871,17.1,15.8,1025.2
197.625,0.592,17.1,15.6,1024.4
197.6666667,0.41,17.2,15.7,1023.9
197.7083333,0.345,17.1,16,1023.5
197.75,0.421,17.1,15.8,1022.8
197.7916667,0.615,17.1,14.9,1022.7
197.8333333,0.842,17.1,14.1,1022.5
197.875,1.058,17.1,13.7,1022.7
197.9166667,1.194,17.1,15,1022.7
197.9583333,1.236,17.1,16.4,1022.6
198,1.157,17.2,18.3,1022.2
198.0416667,0.997,17.2,17.5,1021.3
198.0833333,0.805,17.1,17.6,1020.1
198.125,0.654,17.2,18.8,1018.5
198.1666667,0.594,17.2,20.6,1017.8
198.2083333,0.642,17.5,20,1017.4
198.25,0.802,17.6,20.1,1017.6
198.2916667,1.056,17.6,19.6,1017.5
198.3333333,1.358,17.4,18.9,1017.9
198.375,1.607,17.3,17.7,1018.7
198.4166667,1.767,17.2,17.4,1019.1
198.4583333,1.793,17.3,14.8,1020
198.5,1.681,17.3,14.7,1019.5
198.5416667,1.422,17.1,14.5,1019.1
198.5833333,1.104,17.2,14.2,1019.4
198.625,0.785,17.2,13.3,1019.1
198.6666667,0.52,17.2,12.6,1019.5
198.7083333,0.375,17.2,11.7,1019.8
198.75,0.364,17.2,11.2,1020.1
198.7916667,0.487,17.1,10.9,1020.5
198.8333333,0.689,17.1,10.1,1021
198.875,0.917,17.1,9.4,1021.5
198.9166667,1.101,17.1,10,1021.9
198.9583333,1.207,17,11.5,1022.6
199,1.192,16.9,13.3,1022.9
199.0416667,1.066,16.9,13.6,1022.9
199.0833333,0.888,16.9,14.3,1022.1
199.125,0.702,16.9,15,1021.5
199.1666667,0.571,16.9,14.4,1021.3
199.2083333,0.54,16.9,14.3,1021.7
199.25,0.637,16.9,14.2,1021.6
199.2916667,0.84,16.9,13.9,1021.6
199.3333333,1.125,16.9,12.8,1021.9
199.375,1.4,16.9,11.4,1022.5
199.4166667,1.631,16.9,11,1022.8
199.4583333,1.749,16.9,11.3,1023
199.5,1.728,16.8,10.6,1022.7
199.5416667,1.557,16.7,10.2,1022.3
199.5833333,1.277,16.6,9.8,1022.1
199.625,0.95,16.7,9,1021.5
199.6666667,0.667,16.6,9.1,1021
199.7083333,0.465,16.7,8.8,1020.5
199.75,0.385,16.7,8.3,1020.1
199.7916667,0.452,16.7,8.5,1019.7
199.8333333,0.624,16.7,9,1019.8
199.875,0.86,16.7,9.1,1020
199.9166667,1.089,16.6,11.3,1019.9
199.9583333,1.253,16.6,12.5,1020.1
200,1.332,16.6,13.7,1019
200.0416667,1.29,16.6,13.9,1018.3
200.0833333,1.14,16.6,14.7,1016.9
200.125,0.959,16.6,15.2,1015.3
200.1666667,0.807,16.7,15.4,1013.9
200.2083333,0.726,16.9,16.2,1013.2
200.25,0.733,16.9,17.5,1012.8
200.2916667,0.862,16.9,16.8,1012.5
200.3333333,1.082,16.9,15.9,1012.9
200.375,1.337,16.9,15.3,1013.8
200.4166667,1.582,16.9,13.3,1014.6
200.4583333,1.753,16.9,13.9,1014.8
200.5,1.805,16.9,13.5,1014.7
200.5416667,1.709,16.8,13.6,1014.4
200.5833333,1.484,16.8,13.3,1014.1
200.625,1.18,16.8,14.4,1013.4
200.6666667,0.867,16.8,15.2,1012.9
200.7083333,0.616,16.8,15.5,1012.8
200.75,0.462,16.8,15.7,1012.8
200.7916667,0.436,16.8,15.3,1012.7
200.8333333,0.53,16.8,14.8,1014.2
200.875,0.735,16.8,14.4,1014
200.9166667,0.953,16.7,14.8,1014.8
200.9583333,1.152,16.5,15,1015.8
201,1.273,16.6,16.3,1016
201.0416667,1.291,16.6,16.8,1015.6
201.0833333,1.191,16.6,16.9,1015
201.125,1.029,16.6,16.8,1014.5
201.1666667,0.847,16.6,15.5,1014.6
201.2083333,0.691,16.6,15.9,1015.2
201.25,0.634,16.6,15.8,1015.9
201.2916667,0.668,16.6,15.6,1016.7
201.3333333,0.813,16.6,14.6,1017.6
201.375,1.04,16.6,14.3,1018.5
201.4166667,1.3,16.6,14.1,1019.4
201.4583333,1.51,16.5,13.7,1019.7
201.5,1.629,16.5,13.4,1020.2
201.5416667,1.63,16.5,13,1020.2
201.5833333,1.492,16.5,12.5,1020.3
201.625,1.247,16.5,11,1020.3
201.6666667,0.954,16.5,11.1,1020.4
201.7083333,0.689,16.5,11.2,1020.3
201.75,0.497,16.5,11.3,1020
201.7916667,0.412,16.4,11.1,1020.3
201.8333333,0.45,16.4,10.9,1020.6
201.875,0.605,16.4,10.1,1021.2
201.9166667,0.811,16.3,11.1,1021.5
201.9583333,1.024,16.3,12.1,1021.6
202,1.193,16.3,13.6,1021.9
202.0416667,1.282,16.4,14.3,1021.5
202.0833333,1.263,16.4,14.8,1020.6
202.125,1.155,16.4,15.2,1019.8
202.1666667,0.991,16.4,15,1019.7
202.2083333,0.817,16.4,15.1,1019.7
202.25,0.7,16.4,15,1020
202.2916667,0.672,16.4,14.3,1020.3
202.3333333,0.757,16.4,14.1,1020.6
202.375,0.941,16.5,13.1,1020.8
202.4166667,1.171,16.5,12.2,1021.1
202.4583333,1.394,16.5,11.2,1021.1
202.5,1.562,16.5,11.1,1021.2
202.5416667,1.642,16.5,10.9,1020.8
202.5833333,1.592,16.5,11.1,1020.3
202.625,1.412,16.5,11,1020.1
202.6666667,1.156,16.4,10.8,1020.1
202.7083333,0.87,16.4,9.9,1019.8
202.75,0.635,16.4,9.7,1019.7
202.7916667,0.474,16.4,10,1020
202.8333333,0.437,16.5,10.5,1020.5
202.875,0.509,16.5,10.2,1021.2
202.9166667,0.668,16.4,11.4,1022
202.9583333,0.875,16.4,12.9,1022.6
203,1.056,16.4,14.7,1023.1
203.0416667,1.191,16.5,15.1,1023.2
203.0833333,1.241,16.6,15.6,1022.5
203.125,1.193,16.6,16,1021.9
203.1666667,1.058,16.6,16,1021.7
203.2083333,0.884,16.6,15.9,1022.3
203.25,0.725,16.7,15.5,1023
203.2916667,0.623,16.7,14.9,1023.3
203.3333333,0.616,16.7,14.1,1023.6
203.375,0.713,16.7,13.7,1024
203.4166667,0.876,16.6,13,1024.6
203.4583333,1.078,16.6,12.9,1024.6
203.5,1.266,16.6,12.9,1025.2
203.5416667,1.392,16.5,12.6,1025.2
203.5833333,1.422,16.5,13,1025.2
203.625,1.324,16.5,13.4,1025.8
203.6666667,1.125,16.5,12.9,1025.6
203.7083333,0.883,16.5,13,1025.9
203.75,0.647,16.5,13.6,1025.8
203.7916667,0.462,16.6,13.5,1026.1
203.8333333,0.359,16.6,13.5,1026.9
203.875,0.364,16.6,13.3,1027.6
203.9166667,0.48,16.6,13.1,1028
203.9583333,0.677,16.6,14,1028.4
204,0.873,16.6,15.1,1028.9
204.0416667,1.047,16.6,15.4,1029
204.0833333,1.16,16.6,16,1028.5
204.125,1.18,16.6,16.1,1027.9
204.1666667,1.11,16.6,16,1027.7
204.2083333,0.965,16.7,15.5,1027.6
204.25,0.802,16.7,15.6,1028.1
204.2916667,0.655,16.8,15.3,1028.7
204.3333333,0.574,16.8,14.7,1029
204.375,0.582,16.8,13.3,1029.6
204.4166667,0.677,16.8,12.4,1030.1
204.4583333,0.833,16.7,12.2,1030.9
204.5,1.011,16.7,11.8,1031.3
204.5416667,1.17,16.6,11.2,1031.4
204.5833333,1.255,16.6,10.7,1031.5
204.625,1.242,16.6,11,1031.7
204.6666667,1.134,16.6,10.9,1031.9
204.7083333,0.935,16.6,10.5,1032.3
204.75,0.713,16.6,10.3,1032.4
204.7916667,0.505,16.6,9.6,1032.8
204.8333333,0.362,16.6,9.6,1033.1
204.875,0.302,16.6,9.6,1033.8
204.9166667,0.352,16.6,10.9,1034.5
204.9583333,0.495,16.6,14.2,1034.9
205,0.692,16.7,15.7,1035.4
205.0416667,0.887,16.7,16.2,1035.4
205.0833333,1.056,16.7,15.7,1034.9
205.125,1.157,16.7,16.4,1034.3
205.1666667,1.166,16.7,16,1034.2
205.2083333,1.078,16.7,16,1034.2
205.25,0.925,16.7,15.9,1034.4
205.2916667,0.759,16.7,15.8,1034.7
205.3333333,0.622,16.7,15.5,1035.2
205.375,0.549,16.7,14.6,1035.6
205.4166667,0.551,16.7,14.2,1035.8
205.4583333,0.632,16.6,12.8,1035.8
205.5,0.785,16.7,12.3,1035.8
205.5416667,0.952,16.7,12,1035.9
205.5833333,1.076,16.7,11.7,1035.8
205.625,1.157,16.8,11.9,1035.5
205.6666667,1.147,16.7,12.4,1035.1
205.7083333,1.04,16.8,11.9,1034.2
205.75,0.874,16.8,11.9,1033.9
205.7916667,0.682,16.7,13.7,1034.1
205.8333333,0.517,16.7,13.4,1034.1
205.875,0.403,16.6,13.7,1034.4
205.9166667,0.377,16.7,14.2,1034.5
205.9583333,0.452,16.7,15.7,1034.7
206,0.606,16.7,16.7,1033.9
206.0416667,0.811,16.7,17.6,1033
206.0833333,1.014,16.7,18.3,1031.6
206.125,1.175,16.8,18.1,1030.4
206.1666667,1.253,16.9,18,1029.8
206.2083333,1.246,16.9,18.1,1029.4
206.25,1.147,17,18.2,1029.6
206.2916667,0.99,17,18,1029.8
206.3333333,0.825,16.9,17.2,1030.2
206.375,0.676,16.9,15.2,1031.1
206.4166667,0.578,16.9,15.2,1031.8
206.4583333,0.575,16.9,14.3,1031.8
206.5,0.642,16.9,13.4,1032.1
206.5416667,0.755,16.9,13.6,1031.7
206.5833333,0.899,16.9,12.4,1031.2
206.625,1.017,16.8,13.4,1030.9
206.6666667,1.096,16.9,12.7,1030.4
206.7083333,1.082,16.9,11.6,1030
206.75,0.986,16.8,11.1,1029.7
206.7916667,0.839,16.8,11,1029.8
206.8333333,0.666,16.8,10.9,1030.2
206.875,0.518,16.8,10.7,1030.5
206.9166667,0.435,16.8,11.8,1030.8
206.9583333,0.441,16.8,14.9,1030.9
207,0.537,16.8,16.8,1030.6
207.0416667,0.701,16.8,16.1,1029.6
207.0833333,0.904,17,16.3,1028.1
207.125,1.106,17,16.8,1026.8
207.1666667,1.276,17.1,17.1,1025.7
207.2083333,1.361,17.2,17.2,1024.9
207.25,1.336,17.1,17.5,1024.5
207.2916667,1.217,17.1,17.2,1024.4
207.3333333,1.053,17.1,16.9,1024.5
207.375,0.859,17.1,16.7,1024.8
207.4166667,0.696,17.1,14.9,1024.9
207.4583333,0.591,17.1,13.7,1024.5
207.5,0.562,17.2,13.9,1024
207.5416667,0.626,17.2,14.1,1023.6
207.5833333,0.74,17.2,15.2,1023
207.625,0.891,17.2,15.3,1021.8
207.6666667,1.024,17,15.6,1021.2
207.7083333,1.106,17,15.3,1020.9
207.75,1.111,16.8,14.1,1020.7
207.7916667,1.035,16.9,14.5,1020
207.8333333,0.906,16.8,15,1020
207.875,0.751,16.8,15.1,1020
207.9166667,0.61,16.8,15.3,1020
207.9583333,0.537,16.8,17.1,1020.3
208,0.548,16.9,16.5,1020.5
208.0416667,0.646,16.9,16,1019.7
208.0833333,0.811,16.9,17.1,1019.3
208.125,1.035,16.9,17.7,1018.6
208.1666667,1.256,16.9,18.1,1018.5
208.2083333,1.424,17,21.6,1018.5
208.25,1.502,17,20,1019.1
208.2916667,1.474,17.1,19.6,1019.1
208.3333333,1.346,17.1,18.7,1019.6
208.375,1.15,17.1,18.7,1019.9
208.4166667,0.929,17.1,18.4,1020.3
208.4583333,0.722,17.1,18.3,1020.4
208.5,0.583,17.1,18.3,1020.3
208.5416667,0.527,17.1,18.2,1020.5
208.5833333,0.562,17.1,17.3,1020.2
208.625,0.681,17.1,18.4,1020.1
208.6666667,0.837,17.1,18.6,1020
208.7083333,0.983,17.1,18.7,1019.9
208.75,1.085,17.1,18.1,1019.9
208.7916667,1.109,17.1,17.2,1020.2
208.8333333,1.042,17.1,16,1020.8
208.875,0.912,17.1,15.3,1021.5
208.9166667,0.749,17.1,16.7,1021.8
208.9583333,0.607,17.1,18.5,1022
209,0.532,17,17.9,1022
209.0416667,0.552,17,17.7,1021.5
209.0833333,0.669,17,18.3,1020.6
209.125,0.876,17.1,18.2,1019.3
209.1666667,1.131,17.3,18.1,1019.1
209.2083333,1.374,17.3,18,1019.1
209.25,1.561,17.3,18.4,1018.8
209.2916667,1.64,17.3,18.1,1019
209.3333333,1.592,17.3,17.7,1019.7
209.375,1.427,17.3,17.4,1020.1
209.4166667,1.185,17.3,15.7,1020.3
209.4583333,0.908,17.4,14.7,1020.5
209.5,0.652,17.4,14.7,1020.7
209.5416667,0.478,17.3,15.3,1020.5
209.5833333,0.414,17.3,15.4,1019.9
209.625,0.463,17.3,14.6,1019.3
209.6666667,0.608,17.3,15.6,1018.8
209.7083333,0.815,17.2,15.2,1018.5
209.75,1.002,17.2,14.8,1018.3
209.7916667,1.14,17.1,16.5,1018.3
209.8333333,1.18,17.1,14.9,1019
209.875,1.105,17.1,15.1,1019.6
209.9166667,0.953,17.1,16.2,1019.6
209.9583333,0.782,17.1,19,1019.6
210,0.619,17,19.9,1019.2
210.0416667,0.535,17,20.3,1018.3
210.0833333,0.564,17,21,1017
210.125,0.713,17.1,22.2,1015.8
210.1666667,0.967,17.3,22.8,1015.2
210.2083333,1.251,17.4,23,1015.2
210.25,1.528,17.4,22.8,1015.4
210.2916667,1.728,17.4,21.8,1015.8
210.3333333,1.805,17.4,20.7,1016.8
210.375,1.733,17.3,19.5,1017.8
210.4166667,1.527,17.4,18.8,1018.1
210.4583333,1.226,17.4,18,1018.3
210.5,0.887,17.4,18,1018.5
210.5416667,0.583,17.3,18.3,1018.3
210.5833333,0.374,17.3,17.9,1018.6
210.625,0.293,17.3,17.7,1018.5
210.6666667,0.376,17.3,17.4,1017.8
210.7083333,0.564,17.3,16.5,1018.2
210.75,0.796,17.2,16.2,1018.4
210.7916667,1.018,16.9,16.5,1018.7
210.8333333,1.182,16.7,16.6,1019.3
210.875,1.23,16.6,16.7,1019.8
210.9166667,1.139,16.5,16.8,1020.6
210.9583333,0.953,16.5,17.7,1021.5
211,0.729,16.5,18.5,1021.5
211.0416667,0.551,16.7,19.9,1021.3
211.0833333,0.456,16.8,20.6,1020.6
211.125,0.491,16.8,21.6,1019.7
211.1666667,0.668,16.9,18.9,1019.3
211.2083333,0.942,16.9,18.7,1019.4
211.25,1.272,16.9,18.1,1019.7
211.2916667,1.585,16.9,18.1,1020.2
211.3333333,1.807,17,18,1020.8
211.375,1.885,17,18.7,1021.5
211.4166667,1.793,16.8,17.2,1022
211.4583333,1.535,16.9,16.3,1022.5
211.5,1.166,16.9,15,1022.9
211.5416667,0.778,16.9,14.3,1022.8
211.5833333,0.448,16.8,14.3,1022.5
211.625,0.233,16.7,13.6,1022.1
211.6666667,0.171,16.7,13.8,1022.1
211.7083333,0.286,16.6,14.7,1021.5
211.75,0.522,16.6,14.5,1021.8
211.7916667,0.81,16.6,14.6,1022.6
